node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst
1312,Variant_C,Cast_Iron,Dynamic,Weld_Joint,225.402,4.4739,0.8873,200,2.01,3064.4,2024-11-05 07:04:00,Carlos
1108,Variant_A,steeL,Dynamic,Rib_Section,185.961,7.4265,1.3444,250,2.88,1917.8,2024/10/20 09:36,Diana
525,Variant_A,Aluminum,Static,Bracket_Arm,126.228,,2.139,270,2.17,1496.3,2024-04-18 23:01:00,Bob
1006,Variant_B,Titanium,Static,Mounting_Hole,175.384,5.2341,5.0176,880,2.15,2461.9,2024-08-31 22:23:00,Carlos
1486,Variant_C,Titanium,Dynamic,Rib_Section,56.069,1.2083,15.6949,880,3.0,2828.6,2024-02-10 17:49:00,Carlos
1513,Variant_B,Steel,Fatigue,Rib_Section,96.548,1.5028,2.5894,250,3.65,2242.2,2024-08-07 10:01:00,Bob
1216,Variant_A,Aluminum,Dynamic,Weld_Joint,151.266,0.6114,1.7849,270,3.91,291.9,2024-09-30 23:25:00,Bob
327,Variant_B,steeL,Dynamic,Base_Plate,85.662,6.9655,2.9184,250,2.54,2284.2,2024-10-26 18:46:00,Diana
988,Variant_A,Steel,Fatigue,Mounting_Hole,166.591,0.0016868,1.5007,250,3.56,2168.8,2024-05-19 02:36:00,Diana
178,Variant_C,Steel ,Static,Mounting_Hole,143.959,6.7286,1.7366,250,2.78,167.2,2024-12-25 09:58:00,Carlos
541,Variant_B,Steel,Dynamic,Base_Plate,116.198,5.7469,2.1515,250,3.12,1358.2,2024-09-04 18:43:00,Diana
1804,Variant_B,Al,static,Base_Plate,50.984,7.9597,5.2958,270,3.68,1698.5,2024-10-24 15:29:00,Alice
495,Variant_A,ALUM,Static,Mounting_Hole,207.152,,1.3034,270,3.33,1578.3,2024-12-29 16:25:00,Bob
531,Variant_A,C.Iron,static,Base_Plate,50.557,1.4826,3.9559,200,4.82,170.5,2024-04-12 08:53:00,Bob
NODE_ERR,Variant_C,Aluminum,Fatigue,Base_Plate,70.527,3.8827,3.8283,270,2.45,621.8,2024-02-17 20:42:00,Diana
1820,Variant_A,Cast_Iron,Static,Rib_Section,79.645,0.3529,2.5111,200,4.35,2598.5,2024-06-30 20:51:00,Bob
1466,Variant_A  ,Titanium,dynamic,Rib_Section,117.462,3.5242,7.4918,880,3.37,2785.7,2024-11-10 19:34:00,Alice
797,Variant_D,cast_iron,Fatigue,Base_Plate,78.881,0.5155,,200,3.07,2182.8,2024-02-29 00:19:00,Alice
985,Variant_D,STEEL,Fatigue,Bracket_Arm,130.22,7.9328,1.9198,250,4.81,1079.7,2024-06-21 15:32:00,Carlos
32,Variant_D,Steel,Static,Base_Plate,63.643,2.0094,,250,4.04,1990.7,2024-01-08 02:59:00,Bob
288,Variant_B,STEEL,Static,Rib_Section,90.357,1.7746,2.7668,250,2.4,169.0,2024-03-31 01:53:00,Diana
1803,Variant_A,Aluminium,Fatigue,Weld_Joint,210.921 MPa,5.7963,,270,3.25,2941.7,2024-03-08 16:19:00,Alice
565,Variant_D,Steel,Fatigue,Weld_Joint,15000.0,6.0556,1.553,250,5.57,2109.3,2024-01-13 12:09:00,Alice
1191,Variant_D,Titanium,static,N/A,181.532,4.9845,4.8476,880,5.57,594.5,2024-04-06 13:49:00,Diana
1756,Variant_A,Titanium,FATIGUE,Rib_Section,112.156,4.1859,7.8462,880,3.92,1261.5,2024-04-20 13:17:00,Bob
408,Variant_D,Aluminum,Static,Weld_Joint,201.713,0.8317,1.3385,270,5.36,479.7,2024-03-12 03:37:00,Diana
1201,Variant_D,Aluminum,STATIC,Bracket_Arm,60.687,7.0039,4.4491,270,5.52,706.0,2024-10-01 13:30:00,Alice
1229,Variant_C,Aluminum,Fatigue,Mounting_Hole,227.217,6.3217,1.1883,270,1.3,259.3,2024-12-07 15:04:00,Carlos
83,Variant_B,Aluminum,Static,Base_Plate,44.201,5.9026,6.1085,270,1.51,1644.4,2024-03-19 07:08:00,Diana
1708,Variant_D,Aluminum,Fatigue,Weld_Joint,143.215,2.3625,1.8853,270,4.64,1988.6,08-Jun-2024,Carlos
1350,Variant_C,Steel,Dynamic,Mounting_Hole,283.608,3.8604,0.8815,250,2.7,3488.1,2024-05-23 11:45:00,Diana
868,Variant_D,Steel,Static,Base_Plate,34.59,2.5321,7.2275,250,5.33,340.4,2024-08-22 21:55:00,Bob
595,Variant_C,Steel,Static,Base_Plate,99.421,5.481,2.5146,250,2.35,787.1,2024-09-06 10:22:00,Bob
1948,Variant_B,aluminum,fatiq,Mounting_Hole,155.696,2.7912,1.7341,270,3.62,836.3,2024-08-04 21:36:00,Carlos
1219,-9999,Cast_Iron,fatigue,Mounting_Hole,204.214,6.3819,0.9794,200,4.57,2157.0,2024-08-15 01:38:00,Alice
1102,Variant_D,Aluminum,Static,Base_Plate,36.326,7.4978,7.4327,270,3.92,626.3,2024-03-06 15:45:00,Diana
835,Variant_C,Steel,Fatigue,Rib_Section,108.529 MPa,4.2516,2.3035,250,1.94,214.5,10-23-2024,Alice
1782, Variant_A ,Cast_Iron,DYNAMIC,Base_Plate,80.43,0.1777,2.4866,200,4.62,1724.5,2024-03-02 22:49:00,Alice
1523,Variant_D,Cast_Iron,Dyn,Mounting_Hole,416.864,4.6943,0.4798,200,2.68,2526.1,2024-04-07 01:37:00,Carlos
699,Variant_B,Cast Iron,Static,Mounting_Hole,129.437,3.3126,1.5452,200,3.61,1981.4,2024-10-12 20:48:00,Carlos
1766,Variant_C,Cast_Iron,Dynamic,null,215.848 MPa,5.3515,0.9266,200,2.36,3047.0,25-May-2024,Diana
1280,Variant_D,steel,DYNAMIC,Weld_Joint,223.568,0.6804,1.1182,250,4.09,1874.5,29/10/2024,Diana
1422,Variant_A,Titanium,Dynamic,Rib_Section,123.345,0.4002,7.1345,880,3.19,3164.3,2024-07-28 19:58:00,Bob
0,Variant_D,Cast_Iron,Fatigue,Bracket_Arm,,6.7413,,200,2.69,2608.9,2024-03-10 15:35:00,Bob
990,Variant_D,Titanium,Static,Rib_Section,75.526,5.7392,11.6516,880,4.86,330.8,2024-07-24 08:39:00,
403,Variant_A,Steel,Fatigue,Mounting_Hole,115.799,3.1414,2.1589,250,2.46,2518.9,2024-03-02 13:44:00,Bob
215,Variant_C,Steel,Static,Mounting_Hole,228.982,1.5074,1.0918,250,1.03,3093.7,2024-08-18 16:09:00,Diana
418,Variant_D,Stl,Dynamic,Rib_Section,115.387,0.6896,2.1666,250,3.75,1989.5,2024-05-02 01:15:00,
640,Variant_A,titan,Fatigue,Base_Plate,70.822,4.524,12.4255,880,3.59,344.7,2024-10-25 11:22:00,Carlos
416,Variant_D,Cast_Iron,Static,Base_Plate,62.44,0.7644,3.2031,200,3.63,2998.5,2024-10-02 19:09:00,Carlos
1159,Variant_A,Steel,Static,Mounting_Hole,114.539,2.7497,2.1827,250,2.72,1523.6,2024-10-26 13:32:00,Carlos
1467,Variant_B,Titanum,static,Bracket_Arm,142.041,2.8317,6.1954,880,2.79,1667.7,2024-11-06 00:34:00,Alice
1162,Variant_B,Steel,Dynamic,Mounting_Hole,149.386,7.99,1.6735,250,3.54,1357.5,2024-04-10 06:40:00,Bob
555,Variant_A,Titanium,Fatigue,Bracket_Arm,124.442,3.4858,7.0716,880,4.5,1074.8,2024/04/06 03:59,Diana
1979,Variant_C,Steel,FATIGUE,Weld_Joint,232.081,4.6103,1.0772,250,2.89,3067.4,2024-02-03 02:01:00,Alice
491,Variant_A,Cast_Iron,Dynamic,Bracket_Arm,128.724,7.727,1.5537,200,3.16,764.7,2024-01-26 23:30:00,Carlos
510,Variant_C,Aluminum,fatiq,Base_Plate,56.837,6.7014,4.7504,270,2.23,886.2,2024-11-22 15:58:00,
16,Variant_D,Cast_Iron,Fatigue,Rib_Section,73.656,5.0719,2.7153,200,4.85,1942.7,2024-09-27 08:35:00,Alice
450,Variant_C,Cast_Iron,Dynamic,Base_Plate,102.945,4.5435,1.9428,200,1.05,2872.6,2024-09-02 01:05:00,Carlos
487,Variant_C,Cast_Iron,Static,Base_Plate,90.722,2.8541,2.2045,200,1.38,560.2,2024-10-27 16:50:00,Diana
1870,Variant_C,Aluminium,Dynamic,Mounting_Hole,338.633,6.3038,0.7973,270,1.55,2264.4,2024-09-06 17:29:00,Alice
1200,Variant_D,Steel,Dynamic,Base_Plate,90.871,2.6578,2.7512,250,5.83,3518.8,2024-01-06 05:20:00,Diana
231,Variant_C,Titanium,Static,Mounting_Hole,178.535,4.8901,4.929,880,1.72,1032.0,2024-08-11 12:47:00,Diana
47,Variant_A,steel,Dynamic,Bracket_Arm,150.154,4.1896,1.665,250,3.12,2277.0,2024-11-22 08:10:00,Diana
359,Variant_B,Al,Fatigue,,50.448,4.5986,5.352,270,2.18,2411.9,2024-01-14 23:29:00,Bob
1166,Variant_B,C.Iron,Fatigue,Mounting_Hole,161.743,0.7281,1.2365,200,2.93,501.0,2024-07-11 06:25:00,Bob
1128,Variant_A,Cast_Iron,Dyn,Base_Plate,37.32,6.697,5.3591,200,3.81,128.6,2024-05-08 21:24:00,Carlos
336,Variant_C,Titanium,Dyn,Weld_Joint,280.209,6.0023,3.1405,880,2.34,3272.4,2024-07-10 12:29:00,Bob
800,Variant_C,Titanium,Dynamic,Weld_Joint,227.825,5.6764,3.8626,880,2.81,745.2,2024-05-19 04:10:00,Carlos
750,Variant_B,Titanium,Fatigue,Base_Plate,55.788,6.9737,15.774,880,3.54,1624.9,2024-03-10 13:58:00,Bob
109,Variant_D,Titanium,Static,Bracket_Arm,113.58,7.9294,7.7478,880,2.81,857.1,2024-05-27 22:18:00,Diana
1936,Variant_A,Ti,Static,Rib_Section,85.291,0.2051,10.3176,880,3.32,927.0,2024-12-03 22:48:00,TBD
222, Variant_A ,Steel,Dynamic,Base_Plate,111.714,7.8146,2.2379,250,2.33,425.3,2024/10/01 00:40,Bob
1525,Variant_D,Aluminum,dynamic,Bracket_Arm,212.087,3.0569,1.2731,270,5.02,2761.7,2024-09-24 09:39:00,Bob
138,Variant_B,castiron,Fatigue,,148.951,,1.3427,200,3.29,1867.9,2024-03-28 05:05:00,Diana
544,Variant_C,Steel,Fatigue,Base_Plate,59.607,2.4827,4.1941,250,1.77,3510.4,2024-10-22 23:36:00,Bob
1388,Variant_A, Steel,Static,Bracket_Arm,-999.0,3.2213,1.6322,250,2.72,2338.4,2024-06-12 04:24:00,Diana
1901,Variant_B,Cast_Iron,Static,Mounting_Hole,233.228,4.6213,0.8575,200,3.57,976.0,2024-12-28 15:22:00,Carlos
594,Variant_A,CAST_IRON,Fatigue,Base_Plate,43.919,5.7433,4.5538,200,4.0,2803.3,2024-02-07 09:42:00,Alice
1345,Variant_B,castiron,Fatigue,Weld_Joint,156.085,7.3229,1.2814,200,1.82,1473.2,2024-12-24 23:32:00,Bob
1847,Variant_B,Aluminum,Static,Rib_Section,65.696,7.1568,4.1098,270,1.61,1075.7,2024-11-05 11:47:00,Carlos
-1,Variant_B  ,Steel,Fat,Base_Plate,58.968,6.0528,4.2396,250,2.44,1505.5,2024-07-08 21:41:00,Diana
1410,Variant_B,Titanium,Static,Base_Plate,30.951,3.4727,28.432,880,1.74,1668.3,2024-10-16 01:36:00,Diana
NODE_ERR,Variant_A	,Steel,Fatigue,Bracket_Arm,91.776,3.0058,2.724,250,3.71,505.1,2024-09-19 02:36:00,Diana
1943,Variant_C,Steel,Fatigue,Rib_Section,110.825,0.4104,2.2558,250,2.21,1859.0,2024-09-17 16:54:00,Bob
483, Variant_B ,Cast_Iron,Dyn,Weld_Joint,219.101 MPa,1.2874,0.9128,200,2.78,2497.8,2024-07-21 22:02:00,Bob
637,Variant_B,Steel,Fatigue,Base_Plate,69.671,7.5607,3.5883,250,2.99,2434.8,21-Sep-2024,Bob
1000,Variant_C,TITANIUM,Static,Rib_Section,56.497,2.9954,15.576,880,1.65,1218.5,2024-07-05 21:42:00,Alice
1691,Variant_B,Cast_Iron,dyn.,Rib_Section,137.295,3.6002,1.4567,200,2.29,3221.2,2024-06-16 09:32:00,Alice
562,Variant_B,Aluminum,static,Base_Plate,25.633,2.8487,10.5333,270,3.1,2466.6,2024-12-31 09:43:00,Carlos
873,Variant_D,titan,Fatigue,Rib_Section,,3.6388,14.4658,880,5.04,1407.5,2024-06-15 03:43:00,Bob
1819,Variant_C,CAST_IRON,Dynamic,Rib_Section,164.314,3.3209,1.2172,200,1.6,2275.9,2024-10-15 12:48:00,Diana
1976,n/a,Cast_Iron,Stat,Rib_Section,91.262,2.1938,2.1915,200,2.75,2871.9,01-13-2024,Diana
1693,Variant_C, Steel,Fatigue,Bracket_Arm,110.301,0.1841,2.2665,250,1.23,2847.9,2024-03-26 20:53:00,Carlos
501,Variant_B,Aluminum,Fatigue,Bracket_Arm,151.608,3.1551,,270,3.33,1720.2,2024-05-17 20:26:00,Alice
1123,Variant_A,Titanium,Dynamic,Base_Plate,-999.0,1.6437,8.3833,880,2.82,3359.7,2024-07-27 02:30:00,Alice
419,Variant_D,STEEL,dynamic,Base_Plate,66.238,7.8988,3.7743,250,3.83,1615.4,2024-11-07 01:19:00,Bob
1987,Variant_D,titanium,DYNAMIC,,209.871,0.6997,4.1931,880,5.57,2665.4,2024-07-08 02:11:00,Bob
36,Variant_C,Steel,Static,Base_Plate,57.996,0.0002218,4.3106,250,2.71,2121.2,2024-09-01 16:58:00,Bob
903,Variant_C  ,Al,Fatigue,Weld_Joint,130.386,3.8851,2.0708,270,2.0,1120.9,13/11/2024,Alice
369,Variant_C,Steel,dynamic,Weld_Joint,284.853,1.2938,0.8776,250,2.02,119.1,2024-12-29 03:01:00,Carlos
804,Variant_A,Steel,Dynamic,Weld_Joint,281.142,3.791,0.8892,250,4.08,2235.3,2024-02-14 13:25:00,Bob
395,NULL,Cast Iron,Fatigue,Mounting_Hole,172.745 MPa,7.5089,1.1578,200,4.84,676.8,2024-02-02 17:25:00,Bob
772,Variant_D,Aluminum,stat.,Base_Plate,60.053,0.5881,4.496,270,5.19,3175.5,2024-12-03 15:29:00,Diana
1094,Variant_C,Cast_Iron,FATIGUE,Weld_Joint,193.159,5.2634,1.0354,200,1.97,724.8,2024-01-31 11:16:00,Carlos
1093,Variant_C,Aluminum,Stat,Weld_Joint,200.372,0.0025272999999999997,1.3475,270,2.86,1899.5,2024-10-03 18:16:00,
422,Variant_A,Steel,DYNAMIC,Rib_Section,100.897,6.8012,2.4778,250,3.5,730.6,2024-05-19 16:04:00,Carlos
1147,Variant_D,STEEL,Static,Bracket_Arm,109.574,7.0681,2.2816,250,6.0,602.6,2024-03-25 10:19:00,Alice
1665,Variant_C,Cast_Iron,Static,Weld_Joint,231.675,4.1998,0.8633,200,2.67,3037.6,2024-05-15 20:36:00,Diana
266,Variant_C,titanium,Static,Rib_Section,88.361,3.1073,9.9591,880,1.87,2288.8,09-15-2024,Carlos
654,Variant_A,Cast_Iron,Dynamic,Base_Plate,99.853,0.0827,2.0029,200,5.0,299.2,2024-01-17 16:22:00,Diana
27,Variant_B,Aluminum,Fatigue,Base_Plate,47.699 MPa,6.4828,5.6605,270,2.8,3125.4,2024-10-22 15:15:00,Diana
1041,Variant_D,Titanium,fatiq,Weld_Joint,129.948,,6.7719,880,5.25,2175.7,2024-06-14 04:01:00,Alice
1713,Variant_B,Titanum,Static,Base_Plate,,5.9267,82.7612,880,3.31,3002.0,2024-06-10 13:14:00,Bob
1953,Variant_D,Titanium,Fatigue,Mounting_Hole,100.02,1.4797,8.7982,880,5.29,2436.9,2024-05-25 18:16:00,Alice
484,Variant_A,Cast_Iron,Static,Bracket_Arm,121.041,5.1678,1.6523,200,2.5,586.1,2024-04-18 06:08:00,
285,Variant_B,Steel,Stat,Rib_Section,62.895 MPa,0.7722,3.9749,250,3.82,1560.5,2024-06-18 22:30:00,Alice
30,Variant_A,C.Iron,Fatigue,Mounting_Hole,162.428,4.9869,1.2313,200,2.09,334.7,2024-02-25 07:12:00,Bob
1212,Variant_D,Steel,Static,Rib_Section,81.126,0.8552,3.0816,250,4.83,1022.2,2024-07-14 10:47:00,Diana
1202,Variant_D,Aluminum,Static,Bracket_Arm,175.436,5.0232,1.539,270,4.42,2051.3,2024-06-07 13:52:00,Diana
1587,Variant_A,Titanium,Dynamic,Base_Plate,105.428,4.3635,8.3469,880,3.61,1770.6,2024-09-05 08:05:00,Bob
1463,Variant_B,castiron,STATIC,Rib_Section,63.056,2.843,3.1718,200,2.27,926.5,2024-01-12 13:04:00,Diana
1990,Variant_B,Titanium,Dynamic,Bracket_Arm,132.842,0.7252,6.6244,880,2.56,1788.8,2024-09-19 08:33:00,
825,Variant_B,Titanium,Fatigue,Bracket_Arm,84.099,6.3437,10.4639,880,2.81,2275.9,2024-03-09 00:04:00,Alice
1248,Variant_D,Steel,Stat,Rib_Section,72.301,,3.4578,250,3.39,2191.9,2024-10-16 05:12:00,Diana
1187,Variant_C,Aluminum,Fatigue,Mounting_Hole,100.252,1.3094,2.6932,270,2.96,1415.3,2024-05-08 09:47:00,Carlos
915,-9999,Cast_Iron,Fatigue,Base_Plate,39.013,4.4223,5.1265,200,2.2,2389.7,2024-10-07 14:29:00,Carlos
1865, Variant_B ,Titanium,dyn.,Mounting_Hole,340.638,5.6006,2.5834,880,3.25,3483.6,2024-12-04 04:37:00,Alice
1223,Variant_C,Titanium,Fatigue,Bracket_Arm,137.768,7.9072,6.3876,880,1.58,1707.2,2024-11-15 06:59:00,Diana
1045,Variant_D,Titanium,Static,Bracket_Arm,,4.2068,7.8623,880,5.05,3507.3,2024-07-23 02:01:00,Bob
NODE_ERR,Variant_D,Steel,fatigue,Bracket_Arm,132.054,0.3033,1.8932,250,3.87,692.5,2024-08-20 20:40:00,Carlos
148,Variant_C,ALUMINUM,Dyn,,111.073,0.9705,2.4308,270,2.34,1973.8,2024-05-31 23:55:00,Carlos
1389,Variant_D,Steel,Static,Base_Plate,72.488,1.6421,3.4488,250,3.73,1976.5,2024-08-06 23:17:00,Bob
1336,Variant_C,steeL,Dynamic,N/A,96.011,3.1068,2.6039,250,1.76,2087.1,2024-03-23 04:22:00,Diana
115,Variant_C,steeL,Static,Rib_Section,101.564,5.271,2.4615,250,2.65,3066.6,2024-09-22 20:28:00,Carlos
1729,Variant_B,Aluminum,Dynamic,Mounting_Hole,,6.3617,0.9461,270,2.2,3481.0,2024-02-11 05:15:00,
1543,Variant_A,Steel,Static,Bracket_Arm,53.228,5.6815,4.6968,250,2.17,1912.9,2024-11-05 03:33:00,Alice
767,Variant_A,steeL,Static,Rib_Section,75.322,1.3261,3.3191,250,2.13,2490.2,2024-11-20 11:05:00,Diana
1815,Variant_A,titanium,Fatigue,Bracket_Arm,141.889,0.0018331,6.202,880,4.01,717.3,2024-10-19 21:09:00,Carlos
848,Variant_C,steeL,fatiq,Weld_Joint,143.394,4.1159,1.7434,250,2.3,856.8,2024-02-04 00:26:00,Alice
548,Variant_B,Cast_Iron,Dynamic,Bracket_Arm,142.026,,1.4082,200,3.26,892.7,2024-02-10 14:28:00,Diana
956,Variant_A,Steel,static,Mounting_Hole,198.004,5.1658,1.2626,250,2.1,2981.4,2024-10-23 11:22:00,Bob
1808,Variant_B,cast_iron,Static,Mounting_Hole,255.442,6.2681,0.783,200,3.28,2465.4,2024-07-27 19:17:00,Diana
1298,Variant_C,Steel,Fatigue,Bracket_Arm,,3.4273,1.6644,250,1.08,2318.8,2024-07-15 15:41:00,Diana
1445,Variant_D,castiron,Dynamic,Rib_Section,134.016,5.2793,1.4924,200,3.58,178.5 sec,2024-11-20 09:44:00,N/A
623,Variant_A,cast_iron,fatiq,Bracket_Arm,142.223,1.5312,1.4062,200,4.32,1339.2,2024-11-04 17:52:00,Alice
1878,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,332.957,5.0444,0.6007,200,3.89,3536.7,2024-03-10 23:19:00,Alice
1967,Variant_D,Titanium,Dyn,Rib_Section,67.708,6.0981,12.997,880,4.77,1334.3,2024-09-02 04:29:00,Carlos
11,Variant_C,Steel,static,Weld_Joint,148.43,6.973,1.6843,250,1.82,2899.1,2024-06-10 12:17:00,Alice
1629,Variant_A,Aluminum,Dynamic,Rib_Section,107.312,1.389,2.516,270,3.55,1504.6,2024-06-23 01:36:00,Diana
458,Variant_D,Titanium,STATIC,Rib_Section,69.402,1.1136,12.6797,880,3.51,3097.0,2024-01-20 02:03:00,Bob
1090,Variant_D,Cast_Iron,Fatigue,Bracket_Arm,78.261,0.0057372,2.5556,200,5.45,2153.9,2024-10-05 19:50:00,Diana
435,Variant_B,castiron,Fatigue,Mounting_Hole,236.477,0.3964,0.8457,200,3.11,2959.1,2024-08-22 23:05:00,Alice
1421,Variant_C,CAST_IRON,Dynamic,Rib_Section,94.749,1.9172,2.1108,200,2.41,838.8,2024-11-28 04:07:00,Diana
966,Variant_A,Aluminum,static,Mounting_Hole,15.582,3.0173,17.3277,270,2.06,2430.0,2024-04-11 10:12:00,Diana
320,Variant_C,Aluminum,Dynamic,Weld_Joint,181.823,0.8924,1.485,270,1.14,1062.4,2024-08-18 11:05:00,Bob
1301,Variant_A,Aluminum,Fatigue,Weld_Joint,220.094,6.9004,1.2267,270,4.92,676.4,2024-04-02 19:44:00,Bob
1828,Variant_A,Cast_Iron,Stat,Mounting_Hole,235.903,6.1801,0.8478,200,4.56,3337.8,2024-10-20 17:48:00,Carlos
962,Variant_C  ,Cast Iron,Static,Rib_Section,89.295,1.6509,2.2398,200,1.09,2661.9,2024-05-25 14:38:00,Carlos
1010,Variant_C,Aluminum,stat.,Rib_Section,121.596,1.7886,2.2205,270,1.48,962.5,2024-11-19 10:56:00,Diana
1965,Variant_A,Aluminum,Fatigue,Weld_Joint,220.155 MPa,7.1179,1.2264,270,3.59,2516.0,2024-10-15 17:04:00,Alice
1153,Variant_A,Steel,Fatigue,Weld_Joint,213.171,2.1146,1.1728,250,3.69,44.0,2024-10-13 01:18:00,Diana
272,Variant_C,Titanium,Fatigue,Weld_Joint,191.791,0.0893,4.5883,880,1.67,1686.8,2024-08-01 18:19:00,Alice
880,Variant_B,castiron,FATIGUE,Weld_Joint,190.347,6.1113,1.0507,200,2.59,952.0,2024-11-17 09:22:00,Diana
972,Variant_A	,C.Iron,Dynamic,Bracket_Arm,147.413,5.7279,1.3567,200,2.69,2886.2 sec,2024-05-30 21:31:00,Diana
402,Variant_D	,Steel ,Stat,Base_Plate,46.279,6.4454,5.402,250,3.67,2743.8,2024-04-25 16:43:00,Diana
989,Variant_D,Aluminum,dynamic,Weld_Joint,209.966,7.4898,1.2859,270,2.81,226.0,2024-11-29 09:32:00,Carlos
305,Variant_B,Steel,Static,Rib_Section,,2.23,4.3976,250,3.1,1016.5,2024-06-25 22:04:00,Alice
489,Variant_A,Steel,DYNAMIC,Base_Plate,89.8,,2.784,250,3.93,422.2,2024-06-25 13:16:00,Diana
524,Variant_D,Aluminum,Dynamic,Rib_Section,96.556,2.8448,2.7963,270,4.63,1457.9,2024-07-02 06:10:00,Diana
610,Variant_C,Aluminum,Dynamic,Rib_Section,47.814,7.7245,5.6469,270,1.07,1377.1,2024-07-06 18:41:00,Alice
647,Variant_B,Titanium,static,Rib_Section,132.603,0.0021292,6.6364,880,3.99,2479.3,2024-12-10 23:52:00,Carlos
1859,Variant_A,Steel,Dynamic,Rib_Section,156.273,6.715,1.5998,250,2.74,2740.2,2024-07-31 17:28:00,Bob
598,Variant_C,castiron,Static,Weld_Joint,218.378,7.1813,0.9158,200,1.8,3270.7,2024-06-09 07:50:00,Bob
415,Variant_A,Steel,Dynamic,Base_Plate,119.797,0.1398,2.0869,250,4.03,2631.7,2024-05-26 20:45:00,Diana
568,Variant_A,ALUM,fatigue,Base_Plate,92.856,5.0305,2.9077,270,4.03,687.2,2024-07-18 07:32:00,Carlos
1771,Variant_D,Aluminum,Dynamic,Rib_Section,81.002,5.7937,3.3333,270,3.5,3277.3,2024-08-25 09:52:00,Diana
1945,Variant_C,Steel,fatiq,Bracket_Arm,202.081 MPa,3.5629,1.2371,250,1.39,3355.7,2024-09-10 06:36:00,Alice
653,Variant_D,ALUMINUM,fatiq,unknown,250.184 MPa,,1.0792,270,5.3,268.0,2024-07-22 07:48:00,Bob
29,Variant_D,CAST_IRON,Fatigue,Weld_Joint,136.181,2.2995,1.4686,200,5.62,2139.3,2024-12-10 20:41:00,Alice
1861,Variant_A,Cast_Iron,dynamic,Base_Plate,15000.0,7.7284,2.5762,200,4.93,3410.9,2024-04-10 04:14:00,Bob
899,Variant_B,ALUMINUM,Dynamic,,124.263,6.0414,2.1728,270,2.19,2345.8,2024-05-02 20:05:00,Alice
298,Variant_C,Titanum,Fatigue,Bracket_Arm,123.813,6.8537,7.1075,880,1.55,2533.2,2024-04-22 04:30:00,Bob
1272,Variant_B,C.Iron,Static,,155.984,3.0154,1.2822,200,2.25,1700.2,2024-12-10 17:55:00,
NaN,Variant_B,Titanium,Static,Base_Plate,59.4 MPa,1.2659,14.8148,880,3.9,781.4,2024-10-21 07:54:00,Carlos
1359,Variant_C,Titanium,Dynamic,Weld_Joint,209.677,2.5288,4.1969,880,1.57,3390.2,2024-08-11 02:30:00,Diana
571,Variant_B,Aluminum,Dynamic,Rib_Section,110.795,1.1815,2.4369,270,2.09,2336.0,2024-03-31 21:04:00,Bob
1193,Variant_C,Steel ,Dynamic,Mounting_Hole,221.037,2.5424,1.131,250,1.21,2365.9,2024-06-22 07:26:00,Diana
263, Variant_B ,Aluminum,Fatigue,Mounting_Hole,89.021,5.9917,3.033,270,1.86,1163.8,2024-01-25 01:18:00,Diana
929,Variant_C,Cast_Iron,Static,Rib_Section,71.1,5.313,2.8129,200,1.09,1390.5,2024-07-08 12:23:00,Alice
648,Variant_A,Al,Dynamic,Mounting_Hole,190.569,7.4729,1.4168,270,4.85,2765.9,2024-06-30 06:57:00,Carlos
328,Variant_C,Aluminum,Static,Mounting_Hole,154.156,0.0011513,1.7515,270,2.07,2500.7,2024-04-27 12:36:00,Bob
50,Variant_C,ALUM,Fatigue,Bracket_Arm,54.168,7.2883,4.9845,270,2.95,2966.5,2024-12-07 03:22:00,Diana
1682,Variant_B,Cast_Iron,Static,Mounting_Hole,191.232,7.5341,1.0459,200,3.92,742.8,2024-08-01 05:09:00,Diana
313,Variant_B,steeL,Dynamic,Rib_Section,124.378,7.021,2.01,250,2.59,2667.2,2024-04-29 17:13:00,Alice
471,Variant_B,Cast_Iron,stat.,Weld_Joint,222.607,6.2063,0.8984,200,3.9,1433.4,2024-05-30 00:20:00,Carlos
97,  Variant_D,TITANIUM,Dynamic,Rib_Section,126.131,5.7552,6.9769,880,4.32,1090.7,2024-05-18 09:16:00,Bob
394,Variant_D,TITANIUM,Fatigue,Mounting_Hole,183.648,5.372,4.7918,880,4.51,2905.4,2024-08-20 15:20:00,Alice
1226,Variant_B,Steel,Fatigue,Mounting_Hole,141.545,1.5135,1.7662,250,3.2,59.6,2024-11-28 19:23:00,Alice
1439,Variant_D,Aluminum,Fatigue,Rib_Section,32.251,4.1977,8.3718,270,3.87,147.2,2024-11-23 18:06:00,Alice
1536,  Variant_A,Stl,Dynamic,Weld_Joint,183.337,3.8218,1.3636,250,3.08,3123.1,2024-03-12 19:58:00,Carlos
456,Variant_B,C.Iron,Dynamic,Bracket_Arm,149.019,0.0064968000000000005,1.3421,200,1.72,79.5,2024-03-31 07:37:00,Carlos
720,Variant_A,Al,Dynamic,Weld_Joint,223.87,1.6921,1.2061,270,3.14,1820.1,2024-06-02 07:13:00,Carlos
NaN,Variant_C,Cast_Iron,Static,Base_Plate,97.914,,2.0426,200,1.29,286.0,2024-05-26 22:58:00,Diana
