node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst,failure_risk,stress_ratio,perf_score
1380,Variant_A,Titanium,Dynamic,Rib_Section,123.345,0.4002,7.1345,880,3.19,3164.3,2024-07-28 19:58:00,Bob,Low,0.1402,0.8013
1381,Variant_D,Titanium,Static,Rib_Section,75.526,5.7392,11.6516,880,4.86,330.8,2024-07-24 08:39:00,,Low,0.0858,0.9485
1382,Variant_A,Steel,Fatigue,Mounting_Hole,115.799,3.1414,2.1589,250,2.46,2518.9,2024-03-02 13:44:00,Bob,Medium,0.4632,0.4084
1383,Variant_C,Steel,Static,Mounting_Hole,228.982,1.5074,1.0918,250,1.03,3093.7,2024-08-18 16:09:00,Diana,High,0.9159,0.0941
1384,Variant_D,Steel,Dynamic,Rib_Section,115.387,0.6896,2.1666,250,3.75,1989.5,2024-05-02 01:15:00,,Medium,0.4615,0.4098
1385,Variant_A,Titanium,Fatigue,Base_Plate,70.822,4.524,12.4255,880,3.59,344.7,2024-10-25 11:22:00,Carlos,Low,0.0805,0.9517
1386,Variant_D,Cast_Iron,Static,Base_Plate,62.44,0.7644,3.2031,200,3.63,2998.5,2024-10-02 19:09:00,Carlos,Low,0.3122,0.5408
1387,Variant_A,Steel,Static,Mounting_Hole,114.539,2.7497,2.1827,250,2.72,1523.6,2024-10-26 13:32:00,Carlos,Medium,0.4582,0.4124
1388,Variant_B,Titanium,Static,Bracket_Arm,142.041,2.8317,6.1954,880,2.79,1667.7,2024-11-06 00:34:00,Alice,Low,0.1614,0.751
1389,Variant_B,Steel,Dynamic,Mounting_Hole,149.386,7.99,1.6735,250,3.54,1357.5,2024-04-10 06:40:00,Bob,Medium,0.5975,0.3084
1390,Variant_A,Titanium,Fatigue,Bracket_Arm,124.442,3.4858,7.0716,880,4.5,1074.8,2024-04-06 03:59:00,Diana,Low,0.1414,0.798
1391,Variant_C,Steel,Fatigue,Weld_Joint,232.081,4.6103,1.0772,250,2.89,3067.4,2024-02-03 02:01:00,Alice,High,0.9283,0.0861
1392,Variant_A,Cast_Iron,Dynamic,Bracket_Arm,128.724,7.727,1.5537,200,3.16,764.7,2024-01-26 23:30:00,Carlos,Medium,0.6436,0.276
1393,Variant_C,Aluminum,Fatigue,Base_Plate,56.837,6.7014,4.7504,270,2.23,886.2,2024-11-22 15:58:00,,Low,0.2105,0.6637
1394,Variant_D,Cast_Iron,Fatigue,Rib_Section,73.656,5.0719,2.7153,200,4.85,1942.7,2024-09-27 08:35:00,Alice,Low,0.3683,0.4876
1395,Variant_C,Cast_Iron,Dynamic,Base_Plate,102.945,4.5435,1.9428,200,1.05,2872.6,2024-09-02 01:05:00,Carlos,Medium,0.5147,0.3689
1396,Variant_C,Cast_Iron,Static,Base_Plate,90.722,2.8541,2.2045,200,1.38,560.2,2024-10-27 16:50:00,Diana,Medium,0.4536,0.416
1397,Variant_C,Aluminum,Dynamic,Mounting_Hole,338.633,6.3038,0.7973,270,1.55,2264.4,2024-09-06 17:29:00,Alice,High,1.2542,0.0319
1398,Variant_D,Steel,Dynamic,Base_Plate,90.871,2.6578,2.7512,250,5.83,3518.8,2024-01-06 05:20:00,Diana,Low,0.3635,0.4919
1399,Variant_C,Titanium,Static,Mounting_Hole,178.535,4.8901,4.929,880,1.72,1032.0,2024-08-11 12:47:00,Diana,Low,0.2029,0.6754
1400,Variant_A,Steel,Dynamic,Bracket_Arm,150.154,4.1896,1.665,250,3.12,2277.0,2024-11-22 08:10:00,Diana,Medium,0.6006,0.3062
1401,Variant_B,Cast_Iron,Fatigue,Mounting_Hole,161.743,0.7281,1.2365,200,2.93,501.0,2024-07-11 06:25:00,Bob,High,0.8087,0.1642
1402,Variant_A,Cast_Iron,Dynamic,Base_Plate,37.32,6.697,5.3591,200,3.81,128.6,2024-05-08 21:24:00,Carlos,Low,0.1866,0.7024
1403,Variant_C,Titanium,Dynamic,Weld_Joint,280.209,6.0023,3.1405,880,2.34,3272.4,2024-07-10 12:29:00,Bob,Low,0.3184,0.5346
1404,Variant_C,Titanium,Dynamic,Weld_Joint,227.825,5.6764,3.8626,880,2.81,745.2,2024-05-19 04:10:00,Carlos,Low,0.2589,0.5992
1405,Variant_B,Titanium,Fatigue,Base_Plate,55.788,6.9737,15.774,880,3.54,1624.9,2024-03-10 13:58:00,Bob,Low,0.0634,0.962
1406,Variant_D,Titanium,Static,Bracket_Arm,113.58,7.9294,7.7478,880,2.81,857.1,2024-05-27 22:18:00,Diana,Low,0.1291,0.8325
1407,Variant_A,Titanium,Static,Rib_Section,85.291,0.2051,10.3176,880,3.32,927.0,2024-12-03 22:48:00,,Low,0.0969,0.9419
1408,Variant_A,Steel,Dynamic,Base_Plate,111.714,7.8146,2.2379,250,2.33,425.3,2024-10-01 00:40:00,Bob,Medium,0.4469,0.4214
1409,Variant_D,Aluminum,Dynamic,Bracket_Arm,212.087,3.0569,1.2731,270,5.02,2761.7,2024-09-24 09:39:00,Bob,High,0.7855,0.1796
1410,Variant_C,Steel,Fatigue,Base_Plate,59.607,2.4827,4.1941,250,1.77,3510.4,2024-10-22 23:36:00,Bob,Low,0.2384,0.6247
1411,Variant_B,Cast_Iron,Static,Mounting_Hole,233.228,4.6213,0.8575,200,3.57,976.0,2024-12-28 15:22:00,Carlos,High,1.1661,0.0343
1412,Variant_A,Cast_Iron,Fatigue,Base_Plate,43.919,5.7433,4.5538,200,4.0,2803.3,2024-02-07 09:42:00,Alice,Low,0.2196,0.6504
1413,Variant_B,Cast_Iron,Fatigue,Weld_Joint,156.085,7.3229,1.2814,200,1.82,1473.2,2024-12-24 23:32:00,Bob,High,0.7804,0.183
1414,Variant_B,Aluminum,Static,Rib_Section,65.696,7.1568,4.1098,270,1.61,1075.7,2024-11-05 11:47:00,Carlos,Low,0.2433,0.6184
1415,Variant_B,Steel,Fatigue,Base_Plate,58.968,6.0528,4.2396,250,2.44,1505.5,2024-07-08 21:41:00,Diana,Low,0.2359,0.628
1416,Variant_B,Titanium,Static,Base_Plate,30.951,3.4727,20.0,880,1.74,1668.3,2024-10-16 01:36:00,Diana,Low,0.0352,0.9789
1417,Variant_A,Steel,Fatigue,Bracket_Arm,91.776,3.0058,2.724,250,3.71,505.1,2024-09-19 02:36:00,Diana,Low,0.3671,0.4887
1418,Variant_C,Steel,Fatigue,Rib_Section,110.825,0.4104,2.2558,250,2.21,1859.0,2024-09-17 16:54:00,Bob,Medium,0.4433,0.4243
1419,Variant_B,Cast_Iron,Dynamic,Weld_Joint,219.101,1.2874,0.9128,200,2.78,2497.8,2024-07-21 22:02:00,Bob,High,1.0955,0.0365
1420,Variant_B,Steel,Fatigue,Base_Plate,69.671,7.5607,3.5883,250,2.99,2434.8,2024-09-21 00:00:00,Bob,Low,0.2787,0.5763
1421,Variant_C,Titanium,Static,Rib_Section,56.497,2.9954,15.576,880,1.65,1218.5,2024-07-05 21:42:00,Alice,Low,0.0642,0.9615
1422,Variant_B,Cast_Iron,Dynamic,Rib_Section,137.295,3.6002,1.4567,200,2.29,3221.2,2024-06-16 09:32:00,Alice,High,0.6865,0.2464
1423,Variant_B,Aluminum,Static,Base_Plate,25.633,2.8487,10.5333,270,3.1,2466.6,2024-12-31 09:43:00,Carlos,Low,0.0949,0.9431
1424,Variant_C,Cast_Iron,Dynamic,Rib_Section,164.314,3.3209,1.2172,200,1.6,2275.9,2024-10-15 12:48:00,Diana,High,0.8216,0.1557
1425,Variant_C,Steel,Fatigue,Bracket_Arm,110.301,0.1841,2.2665,250,1.23,2847.9,2024-03-26 20:53:00,Carlos,Medium,0.4412,0.4259
1426,Variant_B,Aluminum,Fatigue,Bracket_Arm,151.608,3.1551,1.7809,270,3.33,1720.2,2024-05-17 20:26:00,Alice,Medium,0.5615,0.3343
1427,Variant_D,Steel,Dynamic,Base_Plate,66.238,7.8988,3.7743,250,3.83,1615.4,2024-11-07 01:19:00,Bob,Low,0.265,0.592
1428,Variant_C,Steel,Static,Base_Plate,57.996,0.2218,4.3106,250,2.71,2121.2,2024-09-01 16:58:00,Bob,Low,0.232,0.6332
1429,Variant_C,Aluminum,Fatigue,Weld_Joint,130.386,3.8851,2.0708,270,2.0,1120.9,2024-11-13 00:00:00,Alice,Medium,0.4829,0.3931
1430,Variant_C,Steel,Dynamic,Weld_Joint,284.853,1.2938,0.8776,250,2.02,119.1,2024-12-29 03:01:00,Carlos,High,1.1394,0.0351
1431,Variant_A,Steel,Dynamic,Weld_Joint,281.142,3.791,0.8892,250,4.08,2235.3,2024-02-14 13:25:00,Bob,High,1.1246,0.0356
1432,Variant_D,Aluminum,Static,Base_Plate,60.053,0.5881,4.496,270,5.19,3175.5,2024-12-03 15:29:00,Diana,Low,0.2224,0.6464
1433,Variant_C,Cast_Iron,Fatigue,Weld_Joint,193.159,5.2634,1.0354,200,1.97,724.8,2024-01-31 11:16:00,Carlos,High,0.9658,0.0619
1434,Variant_C,Aluminum,Static,Weld_Joint,200.372,2.5272999999999,1.3475,270,2.86,1899.5,2024-10-03 18:16:00,,High,0.7421,0.2086
1435,Variant_A,Steel,Dynamic,Rib_Section,100.897,6.8012,2.4778,250,3.5,730.6,2024-05-19 16:04:00,Carlos,Medium,0.4036,0.457
1436,Variant_D,Steel,Static,Bracket_Arm,109.574,7.0681,2.2816,250,6.0,602.6,2024-03-25 10:19:00,Alice,Medium,0.4383,0.4283
1437,Variant_C,Cast_Iron,Static,Weld_Joint,231.675,4.1998,0.8633,200,2.67,3037.6,2024-05-15 20:36:00,Diana,High,1.1584,0.0345
1438,Variant_C,Titanium,Static,Rib_Section,88.361,3.1073,9.9591,880,1.87,2288.8,2024-09-15 00:00:00,Carlos,Low,0.1004,0.9381
1439,Variant_A,Cast_Iron,Dynamic,Base_Plate,99.853,0.0827,2.0029,200,5.0,299.2,2024-01-17 16:22:00,Diana,Medium,0.4993,0.3805
1440,Variant_B,Aluminum,Fatigue,Base_Plate,47.699,6.4828,5.6605,270,2.8,3125.4,2024-10-22 15:15:00,Diana,Low,0.1767,0.7204
1441,Variant_D,Titanium,Fatigue,Weld_Joint,129.948,3.7273500000000004,6.7719,880,5.25,2175.7,2024-06-14 04:01:00,Alice,Low,0.1477,0.7823
1442,Variant_D,Titanium,Fatigue,Mounting_Hole,100.02,1.4797,8.7982,880,5.29,2436.9,2024-05-25 18:16:00,Alice,Low,0.1137,0.8837
1443,Variant_A,Cast_Iron,Static,Bracket_Arm,121.041,5.1678,1.6523,200,2.5,586.1,2024-04-18 06:08:00,,Medium,0.6052,0.303
1444,Variant_B,Steel,Static,Rib_Section,62.895,0.7722,3.9749,250,3.82,1560.5,2024-06-18 22:30:00,Alice,Low,0.2516,0.608
1445,Variant_A,Cast_Iron,Fatigue,Mounting_Hole,162.428,4.9869,1.2313,200,2.09,334.7,2024-02-25 07:12:00,Bob,High,0.8121,0.162
1446,Variant_D,Steel,Static,Rib_Section,81.126,0.8552,3.0816,250,4.83,1022.2,2024-07-14 10:47:00,Diana,Low,0.3245,0.5286
1447,Variant_D,Aluminum,Static,Bracket_Arm,175.436,5.0232,1.539,270,4.42,2051.3,2024-06-07 13:52:00,Diana,Medium,0.6498,0.2717
1448,Variant_A,Titanium,Dynamic,Base_Plate,105.428,4.3635,8.3469,880,3.61,1770.6,2024-09-05 08:05:00,Bob,Low,0.1198,0.862
1449,Variant_B,Cast_Iron,Static,Rib_Section,63.056,2.843,3.1718,200,2.27,926.5,2024-01-12 13:04:00,Diana,Low,0.3153,0.5377
1450,Variant_B,Titanium,Dynamic,Bracket_Arm,132.842,0.7252,6.6244,880,2.56,1788.8,2024-09-19 08:33:00,,Low,0.151,0.7744
1451,Variant_B,Titanium,Fatigue,Bracket_Arm,84.099,6.3437,10.4639,880,2.81,2275.9,2024-03-09 00:04:00,Alice,Low,0.0956,0.9426
1452,Variant_D,Steel,Static,Rib_Section,72.301,3.6112,3.4578,250,3.39,2191.9,2024-10-16 05:12:00,Diana,Low,0.2892,0.5648
1453,Variant_C,Aluminum,Fatigue,Mounting_Hole,100.252,1.3094,2.6932,270,2.96,1415.3,2024-05-08 09:47:00,Carlos,Low,0.3713,0.4849
1454,Variant_B,Titanium,Dynamic,Mounting_Hole,340.638,5.6006,2.5834,880,3.25,3483.6,2024-12-04 04:37:00,Alice,Low,0.3871,0.4711
1455,Variant_C,Titanium,Fatigue,Bracket_Arm,137.768,7.9072,6.3876,880,1.58,1707.2,2024-11-15 06:59:00,Diana,Low,0.1566,0.7615
1456,Variant_D,Steel,Fatigue,Bracket_Arm,132.054,0.3033,1.8932,250,3.87,692.5,2024-08-20 20:40:00,Carlos,Medium,0.5282,0.3588
1457,Variant_D,Steel,Static,Base_Plate,72.488,1.6421,3.4488,250,3.73,1976.5,2024-08-06 23:17:00,Bob,Low,0.29,0.564
1458,Variant_C,Steel,Static,Rib_Section,101.564,5.271,2.4615,250,2.65,3066.6,2024-09-22 20:28:00,Carlos,Medium,0.4063,0.4547
1459,Variant_A,Steel,Static,Bracket_Arm,53.228,5.6815,4.6968,250,2.17,1912.9,2024-11-05 03:33:00,Alice,Low,0.2129,0.6601
1460,Variant_A,Steel,Static,Rib_Section,75.322,1.3261,3.3191,250,2.13,2490.2,2024-11-20 11:05:00,Diana,Low,0.3013,0.552
1461,Variant_A,Titanium,Fatigue,Bracket_Arm,141.889,1.8331,6.202,880,4.01,717.3,2024-10-19 21:09:00,Carlos,Low,0.1612,0.7514
1462,Variant_C,Steel,Fatigue,Weld_Joint,143.394,4.1159,1.7434,250,2.3,856.8,2024-02-04 00:26:00,Alice,Medium,0.5736,0.3256
1463,Variant_B,Cast_Iron,Dynamic,Bracket_Arm,142.026,3.95355,1.4082,200,3.26,892.7,2024-02-10 14:28:00,Diana,High,0.7101,0.2303
1464,Variant_A,Steel,Static,Mounting_Hole,198.004,5.1658,1.2626,250,2.1,2981.4,2024-10-23 11:22:00,Bob,High,0.792,0.1753
1465,Variant_B,Cast_Iron,Static,Mounting_Hole,255.442,6.2681,0.783,200,3.28,2465.4,2024-07-27 19:17:00,Diana,High,1.2772,0.0313
1466,Variant_D,Cast_Iron,Dynamic,Rib_Section,134.016,5.2793,1.4924,200,3.58,178.5,2024-11-20 09:44:00,,High,0.6701,0.2576
1467,Variant_A,Cast_Iron,Fatigue,Bracket_Arm,142.223,1.5312,1.4062,200,4.32,1339.2,2024-11-04 17:52:00,Alice,High,0.7111,0.2296
1468,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,332.957,5.0444,0.6007,200,3.89,3536.7,2024-03-10 23:19:00,Alice,High,1.6648,0.024
1469,Variant_D,Titanium,Dynamic,Rib_Section,67.708,6.0981,12.997,880,4.77,1334.3,2024-09-02 04:29:00,Carlos,Low,0.0769,0.9539
1470,Variant_C,Steel,Static,Weld_Joint,148.43,6.973,1.6843,250,1.82,2899.1,2024-06-10 12:17:00,Alice,Medium,0.5937,0.3112
1471,Variant_A,Aluminum,Dynamic,Rib_Section,107.312,1.389,2.516,270,3.55,1504.6,2024-06-23 01:36:00,Diana,Low,0.3975,0.4621
1472,Variant_D,Titanium,Static,Rib_Section,69.402,1.1136,12.6797,880,3.51,3097.0,2024-01-20 02:03:00,Bob,Low,0.0789,0.9527
1473,Variant_D,Cast_Iron,Fatigue,Bracket_Arm,78.261,5.7372,2.5556,200,5.45,2153.9,2024-10-05 19:50:00,Diana,Low,0.3913,0.4674
1474,Variant_B,Cast_Iron,Fatigue,Mounting_Hole,236.477,0.3964,0.8457,200,3.11,2959.1,2024-08-22 23:05:00,Alice,High,1.1824,0.0338
1475,Variant_C,Cast_Iron,Dynamic,Rib_Section,94.749,1.9172,2.1108,200,2.41,838.8,2024-11-28 04:07:00,Diana,Medium,0.4737,0.4002
1476,Variant_A,Aluminum,Static,Mounting_Hole,15.582,3.0173,17.3277,270,2.06,2430.0,2024-04-11 10:12:00,Diana,Low,0.0577,0.9654
1477,Variant_C,Aluminum,Dynamic,Weld_Joint,181.823,0.8924,1.485,270,1.14,1062.4,2024-08-18 11:05:00,Bob,High,0.6734,0.2554
1478,Variant_A,Aluminum,Fatigue,Weld_Joint,220.094,6.9004,1.2267,270,4.92,676.4,2024-04-02 19:44:00,Bob,High,0.8152,0.1599
1479,Variant_A,Cast_Iron,Static,Mounting_Hole,235.903,6.1801,0.8478,200,4.56,3337.8,2024-10-20 17:48:00,Carlos,High,1.1795,0.0339
1480,Variant_C,Cast_Iron,Static,Rib_Section,89.295,1.6509,2.2398,200,1.09,2661.9,2024-05-25 14:38:00,Carlos,Medium,0.4465,0.4217
1481,Variant_C,Aluminum,Static,Rib_Section,121.596,1.7886,2.2205,270,1.48,962.5,2024-11-19 10:56:00,Diana,Medium,0.4504,0.4186
1482,Variant_A,Aluminum,Fatigue,Weld_Joint,220.155,7.1179,1.2264,270,3.59,2516.0,2024-10-15 17:04:00,Alice,High,0.8154,0.1598
1483,Variant_A,Steel,Fatigue,Weld_Joint,213.171,2.1146,1.1728,250,3.69,44.0,2024-10-13 01:18:00,Diana,High,0.8527,0.1353
1484,Variant_C,Titanium,Fatigue,Weld_Joint,191.791,0.0893,4.5883,880,1.67,1686.8,2024-08-01 18:19:00,Alice,Low,0.2179,0.6528
1485,Variant_B,Cast_Iron,Fatigue,Weld_Joint,190.347,6.1113,1.0507,200,2.59,952.0,2024-11-17 09:22:00,Diana,High,0.9517,0.071
1486,Variant_A,Cast_Iron,Dynamic,Bracket_Arm,147.413,5.7279,1.3567,200,2.69,2886.2,2024-05-30 21:31:00,Diana,High,0.7371,0.212
1487,Variant_D,Steel,Static,Base_Plate,46.279,6.4454,5.402,250,3.67,2743.8,2024-04-25 16:43:00,Diana,Low,0.1851,0.705
1488,Variant_D,Aluminum,Dynamic,Weld_Joint,209.966,7.4898,1.2859,270,2.81,226.0,2024-11-29 09:32:00,Carlos,High,0.7777,0.1848
1489,Variant_A,Steel,Dynamic,Base_Plate,89.8,3.8921,2.784,250,3.93,422.2,2024-06-25 13:16:00,Diana,Low,0.3592,0.4958
1490,Variant_D,Aluminum,Dynamic,Rib_Section,96.556,2.8448,2.7963,270,4.63,1457.9,2024-07-02 06:10:00,Diana,Low,0.3576,0.4973
1491,Variant_C,Aluminum,Dynamic,Rib_Section,47.814,7.7245,5.6469,270,1.07,1377.1,2024-07-06 18:41:00,Alice,Low,0.1771,0.7196
1492,Variant_B,Titanium,Static,Rib_Section,132.603,2.1292,6.6364,880,3.99,2479.3,2024-12-10 23:52:00,Carlos,Low,0.1507,0.775
1493,Variant_A,Steel,Dynamic,Rib_Section,156.273,6.715,1.5998,250,2.74,2740.2,2024-07-31 17:28:00,Bob,Medium,0.6251,0.2889
1494,Variant_C,Cast_Iron,Static,Weld_Joint,218.378,7.1813,0.9158,200,1.8,3270.7,2024-06-09 07:50:00,Bob,High,1.0919,0.0366
1495,Variant_A,Steel,Dynamic,Base_Plate,119.797,0.1398,2.0869,250,4.03,2631.7,2024-05-26 20:45:00,Diana,Medium,0.4792,0.396
1496,Variant_A,Aluminum,Fatigue,Base_Plate,92.856,5.0305,2.9077,270,4.03,687.2,2024-07-18 07:32:00,Carlos,Low,0.3439,0.51
1497,Variant_D,Aluminum,Dynamic,Rib_Section,81.002,5.7937,3.3333,270,3.5,3277.3,2024-08-25 09:52:00,Diana,Low,0.3,0.5533
1498,Variant_C,Steel,Fatigue,Bracket_Arm,202.081,3.5629,1.2371,250,1.39,3355.7,2024-09-10 06:36:00,Alice,High,0.8083,0.1645
1499,Variant_D,Cast_Iron,Fatigue,Weld_Joint,136.181,2.2995,1.4686,200,5.62,2139.3,2024-12-10 20:41:00,Alice,High,0.6809,0.2502
1500,Variant_C,Titanium,Fatigue,Bracket_Arm,123.813,6.8537,7.1075,880,1.55,2533.2,2024-04-22 04:30:00,Bob,Low,0.1407,0.7999
1501,Variant_B,Titanium,Static,Base_Plate,59.4,1.2659,14.8148,880,3.9,781.4,2024-10-21 07:54:00,Carlos,Low,0.0675,0.9595
1502,Variant_C,Titanium,Dynamic,Weld_Joint,209.677,2.5288,4.1969,880,1.57,3390.2,2024-08-11 02:30:00,Diana,Low,0.2383,0.6249
1503,Variant_B,Aluminum,Dynamic,Rib_Section,110.795,1.1815,2.4369,270,2.09,2336.0,2024-03-31 21:04:00,Bob,Medium,0.4104,0.4512
1504,Variant_C,Steel,Dynamic,Mounting_Hole,221.037,2.5424,1.131,250,1.21,2365.9,2024-06-22 07:26:00,Diana,High,0.8841,0.1148
1505,Variant_B,Aluminum,Fatigue,Mounting_Hole,89.021,5.9917,3.033,270,1.86,1163.8,2024-01-25 01:18:00,Diana,Low,0.3297,0.5235
1506,Variant_C,Cast_Iron,Static,Rib_Section,71.1,5.313,2.8129,200,1.09,1390.5,2024-07-08 12:23:00,Alice,Low,0.3555,0.4992
1507,Variant_A,Aluminum,Dynamic,Mounting_Hole,190.569,7.4729,1.4168,270,4.85,2765.9,2024-06-30 06:57:00,Carlos,High,0.7058,0.2332
1508,Variant_C,Aluminum,Static,Mounting_Hole,154.156,1.1513,1.7515,270,2.07,2500.7,2024-04-27 12:36:00,Bob,Medium,0.5709,0.3275
1509,Variant_C,Aluminum,Fatigue,Bracket_Arm,54.168,7.2883,4.9845,270,2.95,2966.5,2024-12-07 03:22:00,Diana,Low,0.2006,0.679
1510,Variant_B,Cast_Iron,Static,Mounting_Hole,191.232,7.5341,1.0459,200,3.92,742.8,2024-08-01 05:09:00,Diana,High,0.9562,0.0681
1511,Variant_B,Steel,Dynamic,Rib_Section,124.378,7.021,2.01,250,2.59,2667.2,2024-04-29 17:13:00,Alice,Medium,0.4975,0.3819
1512,Variant_B,Cast_Iron,Static,Weld_Joint,222.607,6.2063,0.8984,200,3.9,1433.4,2024-05-30 00:20:00,Carlos,High,1.113,0.0359
1513,Variant_D,Titanium,Dynamic,Rib_Section,126.131,5.7552,6.9769,880,4.32,1090.7,2024-05-18 09:16:00,Bob,Low,0.1433,0.7931
1514,Variant_D,Titanium,Fatigue,Mounting_Hole,183.648,5.372,4.7918,880,4.51,2905.4,2024-08-20 15:20:00,Alice,Low,0.2087,0.6665
1515,Variant_B,Steel,Fatigue,Mounting_Hole,141.545,1.5135,1.7662,250,3.2,59.6,2024-11-28 19:23:00,Alice,Medium,0.5662,0.3309
1516,Variant_D,Aluminum,Fatigue,Rib_Section,32.251,4.1977,8.3718,270,3.87,147.2,2024-11-23 18:06:00,Alice,Low,0.1194,0.8632
1517,Variant_A,Steel,Dynamic,Weld_Joint,183.337,3.8218,1.3636,250,3.08,3123.1,2024-03-12 19:58:00,Carlos,High,0.7333,0.2146
1518,Variant_B,Cast_Iron,Dynamic,Bracket_Arm,149.019,6.4967999999999995,1.3421,200,1.72,79.5,2024-03-31 07:37:00,Carlos,High,0.7451,0.2066
1519,Variant_A,Aluminum,Dynamic,Weld_Joint,223.87,1.6921,1.2061,270,3.14,1820.1,2024-06-02 07:13:00,Carlos,High,0.8291,0.1508
1520,Variant_C,Cast_Iron,Static,Base_Plate,97.914,3.8921,2.0426,200,1.29,286.0,2024-05-26 22:58:00,Diana,Medium,0.4896,0.3879
1521,Variant_D,Steel,Static,Bracket_Arm,109.574,7.0681,2.2816,250,6.0,602.6,2024-03-25 10:19:00,Alice,Medium,0.4383,0.4283
1522,Variant_D,Cast_Iron,Dynamic,Bracket_Arm,132.229,6.9254,1.5125,200,5.64,2946.9,2024-03-16 20:44:00,Alice,Medium,0.6611,0.2638
1523,Variant_A,Steel,Static,Bracket_Arm,136.75,4.2713,1.8282,250,3.71,1478.2,2024-12-05 20:10:00,Carlos,Medium,0.547,0.3449
1524,Variant_D,Cast_Iron,Dynamic,Weld_Joint,126.677,1.1037,1.5788,200,2.56,3243.1,2024-02-17 09:14:00,Diana,Medium,0.6334,0.2831
1525,Variant_B,Titanium,Fatigue,Base_Plate,116.197,5.6428,7.5733,880,1.52,324.1,2024-03-20 20:25:00,Bob,Low,0.132,0.8237
1526,Variant_A,Cast_Iron,Fatigue,Weld_Joint,206.597,1.2747,0.9681,200,3.39,2486.6,2024-05-29 15:08:00,Alice,High,1.033,0.0387
1527,Variant_B,Aluminum,Dynamic,Bracket_Arm,179.659,2.26,1.5028,270,2.91,101.0,2024-09-27 22:19:00,Diana,Medium,0.6654,0.2609
1528,Variant_A,Cast_Iron,Fatigue,Mounting_Hole,192.78,7.1991,1.0375,200,3.99,1230.1,2024-10-27 06:06:00,Alice,High,0.9639,0.0632
1529,Variant_B,Aluminum,Static,Weld_Joint,175.035,2.5422,1.5425,270,3.79,635.1,2024-12-28 00:00:00,Bob,Medium,0.6483,0.2727
1530,Variant_A,Steel,Fatigue,Weld_Joint,111.344,3.7358,2.2453,250,4.53,300.2,2024-01-04 13:08:00,Bob,Medium,0.4454,0.4226
1531,Variant_B,Cast_Iron,Static,Weld_Joint,154.343,1.7553,1.2958,200,3.04,1966.4,2024-12-29 04:32:00,Alice,High,0.7717,0.1888
1532,Variant_A,Aluminum,Dynamic,Bracket_Arm,187.292,6.0646,1.4416,270,4.3,1036.4,2024-06-06 13:50:00,Carlos,High,0.6937,0.2414
1533,Variant_D,Aluminum,Fatigue,Mounting_Hole,135.718,2.2671,1.9894,270,2.63,1290.4,2024-01-20 00:19:00,Alice,Medium,0.5027,0.378
1534,Variant_B,Titanium,Fatigue,Weld_Joint,194.549,6.5295,4.5233,880,3.55,1380.6,2024-02-19 05:49:00,Alice,Low,0.2211,0.6483
1535,Variant_D,Titanium,Static,Rib_Section,88.03,5.806,9.9966,880,5.06,274.0,2024-07-23 15:32:00,Diana,Low,0.1,0.9399
1536,Variant_D,Aluminum,Dynamic,Weld_Joint,255.251,3.3008,1.0578,270,3.6,2586.4,2024-03-04 05:33:00,,High,0.9454,0.0751
1537,Variant_D,Titanium,Dynamic,Base_Plate,68.36,3.5468,12.873,880,3.86,1762.4,2024-06-25 22:25:00,Bob,Low,0.0777,0.9534
1538,Variant_D,Aluminum,Dynamic,Base_Plate,111.142,1.1343,2.4293,270,5.28,751.2,2024-08-13 14:49:00,Carlos,Medium,0.4116,0.4502
1539,Variant_D,Titanium,Dynamic,Weld_Joint,214.63,3.7921,4.1001,880,2.89,2464.4,2024-04-23 13:35:00,Carlos,Low,0.2439,0.6177
1540,Variant_B,Titanium,Dynamic,Rib_Section,122.446,3.1496,7.1868,880,3.86,2421.6,2024-11-13 16:12:00,Diana,Low,0.1391,0.804
1541,Variant_A,Aluminum,Fatigue,Base_Plate,52.378,5.7436,5.1548,270,3.64,2502.0,2024-01-11 01:50:00,Carlos,Low,0.194,0.6898
1542,Variant_C,Cast_Iron,Dynamic,Rib_Section,156.966,2.132,1.2742,200,1.17,2769.0,2024-12-22 01:21:00,Alice,High,0.7848,0.1801
1543,Variant_D,Steel,Static,Base_Plate,57.031,1.0917,4.3836,250,4.61,585.8,2024-06-25 04:17:00,Bob,Low,0.2281,0.6385
1544,Variant_D,Titanium,Static,Weld_Joint,214.104,0.1903,4.1102,880,2.82,3106.1,2024-06-12 19:14:00,Alice,Low,0.2433,0.6184
1545,Variant_D,Titanium,Dynamic,Rib_Section,114.508,2.6139,7.6851,880,3.01,1728.1,2024-11-26 00:18:00,Bob,Low,0.1301,0.8293
1546,Variant_A,Steel,Fatigue,Bracket_Arm,150.221,1.2625,1.6642,250,4.14,1552.3,2024-07-11 21:48:00,Bob,Medium,0.6009,0.306
1547,Variant_C,Steel,Static,Bracket_Arm,101.829,0.5425,2.4551,250,2.8,1880.7,2024-10-16 21:25:00,Alice,Medium,0.4073,0.4538
1548,Variant_D,Aluminum,Static,Weld_Joint,207.088,2.8507,1.3038,270,4.4,2917.6,2024-03-05 23:15:00,Carlos,High,0.767,0.192
